Designator,Mid X,Mid Y,Rotation,Layer
J1,171.975,-79.825,0.0,top
J2,135.975,-79.825,0.0,top
J3,186.25,-58.87,180.0,top
J4,203.0,-53.885,180.0,top
J5,192.985,-73.0,90.0,top
J6,191.735,-95.0,90.0,top
U1,107.11,-80.1,0.0,top
U2,153.975,-80.1,0.0,top
